idade,horas_estudo_por_dia,frequencia_percentual,escolaridade_dos_pais,nota_matematica,nota_ciencias,nota_ingles,media_ano_anterior,percentual_final
18,0.7,55.0,Graduate,89.0,86.0,56.0,89.0,77.0
19,5.7,,Postgraduate,,58.0,66.0,,71.67
15,,77.0,High School,60.0,36.0,83.0,71.0,59.67
16,5.5,78.0,Graduate,38.0,98.0,71.0,80.0,69.0
17,2.3,79.0,High School,39.0,64.0,46.0,50.0,49.67
19,2.1,81.0,Postgraduate,74.0,86.0,39.0,54.0,66.33
17,1.5,64.0,High School,76.0,48.0,50.0,58.0,58.0
16,1.6,56.0,High School,53.0,89.0,68.0,45.0,70.0
17,2.7,53.0,High School,55.0,86.0,62.0,74.0,67.67
18,1.4,64.0,High School,70.0,42.0,,40.0,60.33
19,1.4,97.0,Postgraduate,74.0,72.0,60.0,40.0,68.67
18,5.7,83.0,Graduate,70.0,74.0,50.0,88.0,64.67
15,5.2,87.0,Postgraduate,,69.0,89.0,52.0,67.67
18,1.6,81.0,Graduate,55.0,50.0,55.0,,53.33
14,1.3,89.0,High School,70.0,78.0,,79.0,82.33
18,5.7,90.0,High School,71.0,43.0,89.0,92.0,67.67
14,2.4,80.0,Graduate,56.0,41.0,94.0,84.0,63.67
19,5.4,59.0,Postgraduate,77.0,100.0,80.0,75.0,85.67
17,5.2,65.0,Graduate,99.0,37.0,98.0,58.0,78.0
19,2.2,82.0,High School,62.0,68.0,43.0,87.0,57.67
19,2.4,56.0,High School,58.0,,36.0,56.0,43.67
17,4.4,85.0,,44.0,55.0,65.0,68.0,54.67
17,1.7,60.0,High School,56.0,70.0,93.0,45.0,73.0
16,,94.0,Postgraduate,42.0,65.0,91.0,75.0,66.0
17,2.3,,High School,39.0,99.0,79.0,88.0,72.33
14,4.1,76.0,Graduate,80.0,47.0,74.0,93.0,67.0
19,5.1,82.0,Graduate,,36.0,35.0,91.0,38.33
14,2.4,60.0,Graduate,72.0,90.0,100.0,69.0,87.33
18,2.2,80.0,High School,77.0,,44.0,74.0,71.33
19,0.6,88.0,Postgraduate,97.0,73.0,63.0,74.0,77.67
17,3.3,62.0,Postgraduate,99.0,,90.0,44.0,80.0
16,3.8,73.0,Postgraduate,100.0,86.0,42.0,,76.0
17,1.6,72.0,Postgraduate,51.0,62.0,71.0,54.0,61.33
18,6.0,62.0,,74.0,71.0,59.0,74.0,68.0
14,,57.0,Postgraduate,98.0,59.0,43.0,77.0,66.67
17,3.7,90.0,Postgraduate,89.0,65.0,35.0,88.0,63.0
19,3.5,90.0,Postgraduate,68.0,67.0,55.0,69.0,63.33
16,1.0,97.0,Postgraduate,36.0,62.0,40.0,,46.0
15,1.2,69.0,High School,44.0,50.0,85.0,44.0,59.67
16,2.1,,Postgraduate,69.0,96.0,77.0,66.0,80.67
17,0.5,66.0,Postgraduate,68.0,62.0,,74.0,58.0
15,4.6,67.0,High School,66.0,96.0,91.0,44.0,84.33
15,3.4,86.0,Graduate,66.0,,71.0,79.0,66.33
16,,98.0,High School,74.0,90.0,55.0,,73.0
19,1.0,69.0,High School,65.0,,54.0,89.0,72.67
17,2.3,94.0,Postgraduate,,41.0,49.0,40.0,42.67
17,1.0,76.0,Postgraduate,35.0,80.0,61.0,89.0,58.67
18,1.0,58.0,High School,64.0,78.0,49.0,79.0,63.67
17,5.7,95.0,Postgraduate,100.0,63.0,74.0,67.0,79.0
17,2.2,71.0,Graduate,93.0,59.0,46.0,55.0,66.0
16,2.6,52.0,Postgraduate,50.0,51.0,75.0,66.0,58.67
14,1.9,61.0,Graduate,65.0,69.0,38.0,,57.33
17,5.1,98.0,Graduate,71.0,41.0,48.0,44.0,53.33
18,,66.0,High School,36.0,66.0,73.0,94.0,58.33
15,4.3,68.0,Postgraduate,75.0,78.0,74.0,66.0,75.67
17,2.1,85.0,High School,39.0,97.0,48.0,92.0,61.33
14,3.0,69.0,Graduate,80.0,35.0,55.0,58.0,56.67
14,4.2,68.0,,48.0,86.0,,77.0,66.0
15,,75.0,,54.0,55.0,,49.0,68.33
18,2.6,84.0,Graduate,51.0,63.0,69.0,89.0,61.0
14,3.2,60.0,Graduate,48.0,83.0,46.0,73.0,59.0
18,5.0,,,36.0,80.0,83.0,63.0,66.33
18,4.6,83.0,High School,,37.0,76.0,84.0,67.67
19,3.0,57.0,Postgraduate,36.0,68.0,69.0,,57.67
18,5.0,84.0,Graduate,58.0,66.0,93.0,43.0,72.33
14,1.0,98.0,Graduate,38.0,73.0,91.0,69.0,67.33
14,3.1,69.0,Postgraduate,66.0,71.0,81.0,64.0,72.67
16,3.3,69.0,Graduate,70.0,64.0,69.0,,67.67
18,4.4,86.0,High School,99.0,,84.0,58.0,84.33
14,4.5,87.0,Graduate,99.0,78.0,98.0,82.0,91.67
19,5.9,97.0,High School,68.0,99.0,83.0,61.0,83.33
14,0.8,,Postgraduate,80.0,69.0,,41.0,64.33
18,5.5,75.0,Postgraduate,83.0,60.0,73.0,49.0,72.0
15,4.8,93.0,,96.0,65.0,58.0,58.0,73.0
14,5.6,86.0,Graduate,65.0,87.0,79.0,68.0,77.0
19,,98.0,,,64.0,37.0,83.0,49.0
18,2.9,100.0,Postgraduate,,61.0,53.0,91.0,61.0
16,2.9,50.0,High School,55.0,87.0,59.0,53.0,67.0
15,2.6,95.0,High School,76.0,95.0,62.0,70.0,77.67
19,3.4,95.0,Postgraduate,90.0,75.0,60.0,81.0,75.0
18,3.2,54.0,Graduate,81.0,39.0,95.0,50.0,71.67
14,2.9,,Postgraduate,38.0,,53.0,55.0,49.33
17,2.8,68.0,High School,64.0,76.0,57.0,89.0,65.67
14,0.7,86.0,Postgraduate,73.0,62.0,39.0,43.0,58.0
16,4.2,69.0,High School,,43.0,62.0,51.0,53.0
15,5.2,89.0,Postgraduate,37.0,51.0,85.0,51.0,57.67
18,0.8,100.0,Graduate,45.0,66.0,46.0,66.0,52.33
19,0.9,74.0,,78.0,58.0,,86.0,58.33
14,2.5,88.0,,41.0,90.0,80.0,75.0,70.33
14,5.7,77.0,High School,64.0,54.0,36.0,48.0,51.33
14,2.9,55.0,Postgraduate,41.0,65.0,,76.0,62.0
17,5.5,60.0,,39.0,89.0,89.0,56.0,72.33
14,2.6,72.0,High School,48.0,62.0,59.0,79.0,56.33
18,,72.0,High School,74.0,49.0,58.0,43.0,60.33
14,1.4,87.0,High School,35.0,71.0,67.0,52.0,57.67
16,5.7,72.0,High School,51.0,35.0,48.0,58.0,44.67
16,3.5,98.0,Graduate,54.0,92.0,72.0,48.0,72.67
17,,96.0,Graduate,77.0,97.0,46.0,41.0,73.33
16,0.9,98.0,High School,84.0,55.0,48.0,95.0,62.33
15,3.1,95.0,High School,51.0,55.0,68.0,77.0,58.0
16,,91.0,Postgraduate,84.0,92.0,45.0,63.0,73.67
14,3.0,81.0,,98.0,69.0,83.0,58.0,83.33
18,5.5,,Postgraduate,55.0,55.0,93.0,41.0,67.67
16,4.7,100.0,Postgraduate,97.0,87.0,39.0,40.0,74.33
19,5.1,99.0,High School,57.0,40.0,69.0,92.0,55.33
19,3.8,86.0,High School,,,50.0,74.0,48.0
15,2.0,91.0,Postgraduate,91.0,59.0,92.0,87.0,80.67
15,5.6,96.0,High School,75.0,86.0,59.0,81.0,73.33
18,2.9,72.0,High School,80.0,41.0,59.0,41.0,60.0
18,3.3,78.0,Postgraduate,56.0,,70.0,85.0,57.67
14,,64.0,High School,50.0,54.0,82.0,69.0,62.0
14,2.4,50.0,Graduate,57.0,65.0,99.0,62.0,73.67
17,2.3,53.0,High School,45.0,67.0,49.0,61.0,53.67
15,1.2,70.0,Postgraduate,41.0,,79.0,52.0,67.0
19,3.4,,High School,43.0,58.0,83.0,45.0,61.33
19,2.8,90.0,High School,,,,71.0,83.0
17,3.3,,Postgraduate,66.0,52.0,88.0,81.0,68.67
14,0.9,71.0,,75.0,40.0,,45.0,50.33
16,1.1,,Graduate,49.0,77.0,67.0,52.0,64.33
17,4.0,73.0,Postgraduate,59.0,46.0,94.0,44.0,66.33
18,2.6,88.0,Graduate,72.0,70.0,38.0,,60.0
14,5.2,72.0,Graduate,79.0,89.0,92.0,71.0,86.67
18,5.8,72.0,High School,95.0,82.0,64.0,70.0,80.33
18,5.4,92.0,Postgraduate,58.0,86.0,41.0,84.0,61.67
14,4.7,59.0,Graduate,72.0,91.0,78.0,90.0,80.33
14,2.1,58.0,Postgraduate,77.0,65.0,79.0,72.0,73.67
15,5.0,91.0,Graduate,40.0,37.0,36.0,41.0,37.67
17,2.4,53.0,Postgraduate,73.0,77.0,68.0,77.0,72.67
16,5.3,82.0,,85.0,50.0,99.0,57.0,78.0
18,0.5,83.0,Graduate,47.0,57.0,89.0,80.0,64.33
19,3.8,88.0,Graduate,51.0,95.0,57.0,92.0,67.67
15,3.6,61.0,Postgraduate,53.0,70.0,82.0,82.0,68.33
16,4.0,64.0,High School,63.0,38.0,99.0,81.0,66.67
19,5.6,90.0,High School,60.0,,100.0,66.0,80.0
16,4.5,56.0,High School,90.0,48.0,44.0,88.0,60.67
18,3.9,,High School,61.0,73.0,95.0,54.0,76.33
19,5.9,92.0,,99.0,53.0,58.0,65.0,70.0
14,3.8,97.0,High School,59.0,70.0,96.0,62.0,75.0
14,1.5,97.0,High School,,52.0,97.0,49.0,61.33
15,3.7,90.0,High School,96.0,49.0,87.0,89.0,77.33
19,3.2,93.0,High School,82.0,,72.0,46.0,64.67
15,3.3,79.0,High School,45.0,68.0,,62.0,51.33
16,3.8,66.0,Graduate,47.0,44.0,92.0,81.0,61.0
15,5.5,,Postgraduate,,84.0,71.0,59.0,78.33
19,4.0,59.0,High School,40.0,82.0,43.0,90.0,55.0
16,5.5,93.0,High School,36.0,77.0,66.0,56.0,59.67
14,2.3,71.0,Graduate,80.0,74.0,76.0,85.0,76.67
16,4.5,76.0,Postgraduate,54.0,40.0,78.0,66.0,57.33
17,4.6,,Graduate,43.0,56.0,48.0,,49.0
18,1.7,66.0,Postgraduate,57.0,82.0,50.0,76.0,63.0
14,5.5,77.0,,,92.0,40.0,54.0,59.67
18,0.8,87.0,High School,84.0,97.0,,52.0,75.33
18,4.2,75.0,Graduate,92.0,67.0,73.0,91.0,77.33
18,,78.0,High School,87.0,,75.0,50.0,79.33
19,2.4,59.0,Graduate,68.0,42.0,70.0,87.0,60.0
19,1.1,92.0,Graduate,42.0,40.0,56.0,86.0,46.0
17,5.7,98.0,Postgraduate,45.0,97.0,99.0,51.0,80.33
15,4.5,91.0,Postgraduate,,87.0,43.0,56.0,68.67
15,2.8,60.0,High School,84.0,86.0,72.0,53.0,80.67
14,,52.0,Postgraduate,60.0,,41.0,73.0,57.0
18,2.7,76.0,Postgraduate,53.0,74.0,59.0,57.0,62.0
14,1.7,88.0,High School,53.0,90.0,79.0,61.0,74.0
17,2.2,79.0,High School,96.0,72.0,66.0,,78.0
15,3.1,54.0,High School,74.0,64.0,91.0,56.0,76.33
18,1.8,85.0,Graduate,35.0,89.0,53.0,91.0,59.0
16,4.2,98.0,Postgraduate,40.0,79.0,61.0,,60.0
18,2.5,96.0,,90.0,47.0,,58.0,65.33
16,5.8,94.0,Graduate,62.0,41.0,77.0,56.0,60.0
18,5.6,95.0,Graduate,46.0,37.0,60.0,,47.67
15,,98.0,,66.0,96.0,99.0,52.0,87.0
16,1.6,73.0,Graduate,92.0,81.0,40.0,74.0,71.0
14,4.5,63.0,Graduate,62.0,43.0,,62.0,53.0
19,2.8,99.0,High School,100.0,58.0,,51.0,77.67
16,5.7,66.0,Graduate,52.0,75.0,38.0,59.0,55.0
17,3.6,71.0,Postgraduate,80.0,41.0,99.0,49.0,73.33
19,2.4,95.0,Graduate,60.0,96.0,69.0,70.0,75.0
17,3.2,97.0,Postgraduate,73.0,41.0,68.0,86.0,60.67
19,4.4,95.0,High School,,95.0,70.0,44.0,86.0
17,4.5,,Postgraduate,59.0,55.0,50.0,71.0,54.67
16,1.1,53.0,High School,97.0,76.0,55.0,,76.0
16,1.9,91.0,Postgraduate,60.0,94.0,91.0,,81.67
17,3.9,84.0,Graduate,57.0,52.0,64.0,63.0,57.67
16,5.4,69.0,Graduate,63.0,66.0,57.0,57.0,62.0
19,1.9,54.0,Graduate,62.0,63.0,42.0,82.0,55.67
15,0.7,55.0,Postgraduate,38.0,96.0,66.0,89.0,66.67
18,0.8,51.0,Graduate,54.0,36.0,56.0,57.0,48.67
16,1.8,96.0,High School,75.0,41.0,81.0,59.0,65.67
15,1.6,59.0,Postgraduate,63.0,42.0,66.0,52.0,57.0
15,5.1,,Graduate,53.0,88.0,77.0,92.0,72.67
15,4.4,84.0,Graduate,83.0,49.0,65.0,84.0,65.67
16,2.3,64.0,Graduate,40.0,66.0,48.0,88.0,51.33
15,2.7,89.0,High School,61.0,95.0,95.0,80.0,83.67
15,3.9,90.0,Postgraduate,57.0,56.0,49.0,84.0,54.0
14,3.2,58.0,High School,77.0,93.0,53.0,71.0,74.33
15,3.9,100.0,,64.0,76.0,46.0,56.0,62.0
17,4.9,92.0,High School,82.0,98.0,40.0,76.0,73.33
18,5.1,50.0,Graduate,51.0,57.0,95.0,50.0,67.67
14,1.6,72.0,Postgraduate,,54.0,76.0,64.0,69.33
14,0.9,83.0,High School,35.0,94.0,78.0,44.0,69.0
18,,,High School,83.0,97.0,,78.0,90.33
14,1.2,52.0,Postgraduate,45.0,98.0,62.0,,68.33
16,,,Postgraduate,87.0,59.0,87.0,76.0,77.67
14,4.8,69.0,,93.0,46.0,83.0,55.0,74.0
17,5.6,72.0,High School,69.0,56.0,85.0,66.0,70.0
18,2.2,71.0,Graduate,77.0,80.0,66.0,55.0,74.33
17,5.2,88.0,Postgraduate,96.0,,92.0,69.0,96.0
15,1.0,87.0,High School,94.0,86.0,39.0,72.0,73.0
18,,56.0,Postgraduate,47.0,,80.0,62.0,55.0
14,4.9,,Postgraduate,56.0,48.0,,56.0,62.0
18,0.8,55.0,Graduate,58.0,65.0,40.0,70.0,54.33
16,4.9,61.0,Graduate,87.0,96.0,99.0,87.0,94.0
14,5.6,90.0,High School,87.0,51.0,96.0,79.0,78.0
15,1.8,75.0,Graduate,54.0,91.0,72.0,67.0,72.33
15,0.5,86.0,Graduate,43.0,47.0,54.0,46.0,48.0
18,2.9,91.0,High School,87.0,46.0,89.0,51.0,74.0
15,1.9,,Graduate,88.0,59.0,,59.0,61.67
19,3.8,52.0,High School,93.0,93.0,90.0,44.0,92.0
19,4.7,83.0,,82.0,81.0,86.0,42.0,83.0
15,2.6,74.0,High School,69.0,53.0,100.0,80.0,74.0
18,2.5,91.0,Graduate,79.0,50.0,,76.0,74.67
15,0.5,58.0,Postgraduate,78.0,,66.0,70.0,64.33
16,,73.0,Postgraduate,49.0,96.0,67.0,57.0,70.67
19,0.6,92.0,Postgraduate,96.0,72.0,49.0,75.0,72.33
18,0.5,,High School,94.0,35.0,40.0,93.0,56.33
17,4.7,,Postgraduate,50.0,,36.0,78.0,44.0
18,1.4,72.0,High School,48.0,65.0,98.0,,70.33
17,,69.0,Graduate,74.0,87.0,,94.0,83.67
18,2.6,87.0,High School,68.0,41.0,64.0,57.0,57.67
18,5.7,,High School,81.0,95.0,57.0,65.0,77.67
19,4.1,96.0,,70.0,84.0,99.0,79.0,84.33
19,0.8,82.0,Postgraduate,89.0,51.0,67.0,95.0,69.0
15,,53.0,Graduate,73.0,74.0,92.0,43.0,79.67
19,5.3,74.0,Postgraduate,79.0,78.0,69.0,93.0,75.33
18,,62.0,Graduate,82.0,91.0,81.0,64.0,84.67
18,5.4,,Postgraduate,36.0,81.0,42.0,,53.0
14,0.5,50.0,Graduate,71.0,84.0,87.0,48.0,80.67
19,3.7,78.0,Postgraduate,95.0,82.0,68.0,56.0,81.67
15,1.2,64.0,Graduate,97.0,,53.0,90.0,80.0
19,5.4,96.0,Postgraduate,83.0,100.0,66.0,85.0,83.0
16,1.7,50.0,Postgraduate,55.0,99.0,52.0,89.0,68.67
15,0.8,,High School,77.0,100.0,70.0,65.0,82.33
16,1.5,59.0,Graduate,85.0,55.0,70.0,,70.0
19,1.3,86.0,Postgraduate,61.0,90.0,42.0,57.0,64.33
16,,66.0,High School,,79.0,95.0,84.0,79.33
15,4.8,95.0,Postgraduate,50.0,44.0,41.0,73.0,45.0
16,1.8,52.0,Graduate,57.0,66.0,98.0,71.0,73.67
19,3.8,55.0,Postgraduate,,37.0,74.0,54.0,68.33
16,2.7,84.0,Graduate,56.0,,57.0,68.0,59.33
16,5.9,,Postgraduate,88.0,79.0,99.0,44.0,88.67
16,,97.0,High School,79.0,75.0,,52.0,81.0
17,4.2,70.0,Graduate,72.0,99.0,65.0,84.0,78.67
14,0.8,65.0,Graduate,100.0,66.0,,40.0,75.67
17,3.5,70.0,Postgraduate,79.0,82.0,85.0,87.0,82.0
15,,86.0,High School,76.0,53.0,51.0,80.0,60.0
15,5.8,60.0,High School,65.0,82.0,,65.0,77.33
14,4.2,98.0,High School,45.0,59.0,70.0,43.0,58.0
14,3.4,96.0,Graduate,82.0,53.0,50.0,65.0,61.67
14,,99.0,Graduate,55.0,93.0,66.0,43.0,71.33
18,1.6,94.0,High School,99.0,,52.0,61.0,63.67
16,4.0,94.0,Postgraduate,,59.0,89.0,,67.33
17,2.1,,High School,50.0,36.0,94.0,92.0,60.0
18,1.0,82.0,,99.0,97.0,70.0,48.0,88.67
16,3.3,63.0,High School,51.0,68.0,75.0,93.0,64.67
19,4.3,90.0,High School,81.0,65.0,88.0,54.0,78.0
14,5.1,75.0,Graduate,74.0,42.0,66.0,88.0,60.67
14,1.9,71.0,High School,67.0,89.0,68.0,72.0,74.67
16,2.9,91.0,Graduate,54.0,99.0,73.0,60.0,75.33
15,0.5,86.0,Graduate,86.0,89.0,93.0,88.0,89.33
17,1.5,79.0,High School,86.0,74.0,65.0,61.0,75.0
18,5.9,57.0,High School,38.0,,52.0,67.0,61.0
17,2.5,63.0,Postgraduate,87.0,71.0,51.0,90.0,69.67
19,3.2,62.0,Postgraduate,97.0,,69.0,78.0,71.33
19,3.7,70.0,Graduate,42.0,69.0,90.0,61.0,67.0
19,3.3,84.0,Postgraduate,55.0,66.0,38.0,58.0,53.0
15,4.6,97.0,Postgraduate,69.0,63.0,38.0,86.0,56.67
19,2.9,97.0,High School,71.0,,81.0,42.0,71.67
14,3.5,60.0,High School,,78.0,,61.0,61.0
15,3.4,94.0,,83.0,50.0,62.0,,65.0
16,0.6,63.0,Graduate,83.0,88.0,49.0,83.0,73.33
18,2.2,55.0,Postgraduate,55.0,38.0,94.0,54.0,62.33
19,2.4,91.0,Postgraduate,99.0,94.0,71.0,,88.0
19,1.8,80.0,High School,40.0,45.0,62.0,59.0,49.0
14,5.0,79.0,Postgraduate,36.0,67.0,49.0,91.0,50.67
15,5.8,,High School,98.0,54.0,84.0,,78.67
19,0.9,54.0,High School,,96.0,42.0,55.0,60.0
19,0.5,58.0,High School,91.0,91.0,61.0,59.0,81.0
16,3.9,55.0,Postgraduate,87.0,37.0,,86.0,73.0
17,3.1,,High School,46.0,48.0,68.0,67.0,54.0
14,4.6,97.0,High School,47.0,61.0,76.0,72.0,61.33
16,2.8,99.0,Graduate,62.0,,82.0,82.0,73.0
16,3.6,66.0,,60.0,96.0,75.0,75.0,77.0
19,,87.0,Postgraduate,95.0,77.0,,53.0,84.0
14,5.6,98.0,,82.0,,60.0,63.0,72.33
18,5.6,87.0,Postgraduate,53.0,41.0,42.0,,45.33
19,2.6,,Postgraduate,85.0,63.0,,74.0,68.33
17,0.5,66.0,Postgraduate,99.0,,94.0,88.0,90.33
16,2.3,54.0,Postgraduate,42.0,37.0,81.0,86.0,53.33
15,4.4,82.0,Postgraduate,80.0,49.0,97.0,56.0,75.33
17,1.3,69.0,High School,66.0,73.0,85.0,70.0,74.67
15,4.5,93.0,Postgraduate,43.0,51.0,63.0,45.0,52.33
17,5.7,88.0,High School,,61.0,69.0,64.0,59.33
19,4.3,99.0,Postgraduate,65.0,,78.0,62.0,74.33
14,2.4,62.0,Graduate,44.0,,88.0,61.0,67.67
16,5.2,80.0,Graduate,71.0,42.0,38.0,85.0,50.33
18,3.0,80.0,High School,,68.0,48.0,55.0,71.67
14,4.4,56.0,Graduate,64.0,50.0,94.0,89.0,69.33
18,3.8,85.0,Postgraduate,52.0,37.0,71.0,94.0,53.33
19,4.9,67.0,High School,70.0,74.0,97.0,,80.33
14,4.3,69.0,,50.0,68.0,77.0,92.0,65.0
15,3.5,77.0,Postgraduate,69.0,59.0,61.0,93.0,63.0
18,1.7,87.0,Postgraduate,45.0,75.0,,94.0,52.33
15,1.9,84.0,Graduate,49.0,47.0,50.0,85.0,48.67
14,1.6,95.0,Graduate,92.0,74.0,72.0,50.0,79.33
16,1.3,63.0,Graduate,100.0,72.0,,64.0,69.0
17,3.7,100.0,Graduate,85.0,60.0,93.0,66.0,79.33
14,5.2,79.0,Postgraduate,87.0,69.0,39.0,58.0,65.0
17,5.2,80.0,Postgraduate,83.0,79.0,61.0,,74.33
16,0.6,85.0,Graduate,100.0,55.0,45.0,80.0,66.67
19,,69.0,Graduate,52.0,85.0,41.0,50.0,59.33
17,3.1,64.0,High School,61.0,75.0,90.0,52.0,75.33
16,,63.0,High School,46.0,67.0,37.0,42.0,50.0
15,2.2,74.0,Postgraduate,59.0,92.0,96.0,86.0,82.33
14,1.8,91.0,Postgraduate,68.0,98.0,,77.0,74.67
19,4.5,81.0,High School,86.0,36.0,40.0,44.0,54.0
14,,64.0,High School,70.0,99.0,55.0,76.0,74.67
17,5.4,73.0,Postgraduate,100.0,75.0,,40.0,89.33
19,4.4,70.0,,45.0,67.0,,49.0,58.33
18,1.6,77.0,High School,,61.0,43.0,,60.0
17,1.1,98.0,Graduate,37.0,83.0,,45.0,62.67
19,1.0,73.0,Postgraduate,40.0,61.0,71.0,57.0,57.33
16,3.9,61.0,,81.0,35.0,,95.0,50.67
18,4.5,94.0,Postgraduate,98.0,80.0,,50.0,88.33
17,3.6,53.0,High School,84.0,97.0,79.0,49.0,86.67
16,2.7,62.0,High School,35.0,72.0,68.0,88.0,58.33
19,4.0,88.0,,60.0,,79.0,62.0,60.33
16,0.5,69.0,,68.0,83.0,52.0,64.0,67.67
16,,81.0,High School,71.0,83.0,,46.0,80.67
14,1.1,80.0,High School,55.0,86.0,100.0,,80.33
15,5.9,91.0,Graduate,45.0,36.0,,61.0,50.33
18,2.9,100.0,Graduate,69.0,77.0,67.0,87.0,71.0
17,4.3,90.0,Postgraduate,84.0,36.0,50.0,90.0,56.67
14,5.9,69.0,Postgraduate,87.0,97.0,87.0,72.0,90.33
17,1.0,,Graduate,69.0,,96.0,56.0,81.33
15,4.7,90.0,Graduate,,85.0,86.0,72.0,80.0
16,3.7,58.0,Graduate,50.0,68.0,81.0,85.0,66.33
14,,82.0,Graduate,36.0,41.0,39.0,70.0,38.67
16,2.4,55.0,Graduate,46.0,92.0,96.0,,78.0
15,2.8,73.0,Postgraduate,73.0,56.0,,94.0,70.33
17,,59.0,,84.0,50.0,91.0,81.0,75.0
14,4.4,74.0,Graduate,45.0,,65.0,82.0,52.33
17,2.8,87.0,Postgraduate,40.0,39.0,,48.0,51.0
15,5.5,,Postgraduate,73.0,40.0,80.0,71.0,64.33
15,4.9,88.0,,77.0,87.0,90.0,59.0,84.67
14,3.3,63.0,Graduate,92.0,99.0,66.0,47.0,85.67
15,1.5,60.0,Graduate,85.0,89.0,44.0,48.0,72.67
14,,91.0,Postgraduate,42.0,98.0,85.0,75.0,75.0
19,5.2,74.0,Graduate,38.0,88.0,53.0,84.0,59.67
18,4.3,60.0,High School,89.0,93.0,76.0,58.0,86.0
19,3.2,67.0,High School,42.0,36.0,94.0,64.0,57.33
19,,,Postgraduate,68.0,82.0,91.0,58.0,80.33
16,2.7,62.0,High School,96.0,61.0,,95.0,75.67
15,6.0,81.0,Graduate,94.0,92.0,67.0,47.0,84.33
19,4.3,75.0,High School,60.0,49.0,100.0,93.0,69.67
19,1.2,99.0,High School,47.0,47.0,76.0,54.0,56.67
19,3.9,60.0,High School,45.0,52.0,95.0,68.0,64.0
18,4.7,91.0,Postgraduate,58.0,48.0,97.0,67.0,67.67
16,5.4,56.0,Graduate,72.0,100.0,75.0,82.0,82.33
14,0.6,52.0,Graduate,83.0,38.0,62.0,45.0,61.0
19,2.7,,Postgraduate,91.0,44.0,100.0,88.0,78.33
14,5.6,82.0,High School,61.0,70.0,95.0,70.0,75.33
18,1.7,52.0,Graduate,36.0,95.0,86.0,87.0,72.33
18,2.7,91.0,Postgraduate,39.0,63.0,92.0,49.0,64.67
16,4.5,57.0,High School,83.0,37.0,92.0,62.0,70.67
19,1.4,,Postgraduate,72.0,54.0,37.0,45.0,54.33
15,2.1,95.0,Graduate,98.0,76.0,78.0,62.0,84.0
15,3.1,73.0,High School,79.0,38.0,,58.0,70.33
18,0.5,72.0,Postgraduate,53.0,66.0,70.0,67.0,63.0
19,2.9,78.0,Graduate,67.0,60.0,94.0,,73.67
14,0.7,80.0,Graduate,97.0,89.0,85.0,79.0,90.33
19,1.6,64.0,High School,67.0,46.0,94.0,41.0,69.0
19,2.4,79.0,High School,70.0,81.0,65.0,79.0,72.0
15,1.5,72.0,Graduate,51.0,36.0,70.0,44.0,52.33
16,5.8,73.0,Graduate,80.0,71.0,51.0,,67.33
14,3.3,55.0,Postgraduate,81.0,68.0,48.0,53.0,65.67
19,5.5,55.0,High School,57.0,67.0,86.0,52.0,70.0
15,,80.0,Graduate,86.0,91.0,79.0,68.0,85.33
19,4.3,68.0,Graduate,48.0,79.0,94.0,85.0,73.67
17,5.2,51.0,Postgraduate,82.0,75.0,80.0,57.0,79.0
16,5.0,88.0,Graduate,97.0,99.0,86.0,76.0,94.0
19,0.5,79.0,High School,75.0,63.0,63.0,75.0,67.0
15,1.7,99.0,High School,72.0,65.0,52.0,92.0,63.0
16,5.7,74.0,High School,86.0,59.0,63.0,89.0,69.33
19,4.8,100.0,,55.0,86.0,57.0,71.0,66.0
14,4.7,60.0,High School,,50.0,71.0,78.0,69.0
18,2.9,76.0,Graduate,52.0,83.0,58.0,42.0,64.33
16,4.2,76.0,High School,46.0,91.0,77.0,82.0,71.33
15,3.7,77.0,Graduate,95.0,62.0,53.0,77.0,70.0
14,4.2,50.0,High School,64.0,47.0,59.0,59.0,56.67
18,5.9,77.0,High School,40.0,58.0,82.0,58.0,60.0
17,1.9,77.0,High School,,94.0,99.0,45.0,83.33
14,0.9,92.0,Graduate,80.0,38.0,36.0,69.0,51.33
15,2.5,52.0,Graduate,40.0,75.0,49.0,66.0,54.67
19,3.2,69.0,Graduate,60.0,41.0,88.0,69.0,63.0
18,1.5,75.0,Graduate,39.0,82.0,69.0,,63.33
16,5.5,79.0,High School,73.0,47.0,98.0,46.0,72.67
15,2.9,,Graduate,59.0,96.0,95.0,62.0,83.33
18,,97.0,High School,54.0,66.0,85.0,61.0,68.33
16,3.4,71.0,Postgraduate,38.0,66.0,68.0,57.0,57.33
16,2.0,67.0,Graduate,75.0,67.0,82.0,73.0,74.67
15,2.0,98.0,Graduate,37.0,39.0,63.0,48.0,46.33
17,1.3,99.0,High School,77.0,,55.0,43.0,59.33
18,5.5,76.0,,88.0,35.0,85.0,92.0,69.33
18,5.3,59.0,High School,85.0,60.0,86.0,58.0,77.0
14,3.0,95.0,Graduate,67.0,83.0,44.0,42.0,64.67
18,4.8,52.0,Graduate,83.0,90.0,60.0,67.0,77.67
19,4.8,91.0,Postgraduate,,44.0,42.0,64.0,50.0
19,3.6,,High School,,47.0,61.0,73.0,69.0
15,0.6,56.0,,98.0,,74.0,44.0,89.0
17,2.9,83.0,Postgraduate,81.0,,50.0,43.0,73.67
16,5.3,65.0,High School,58.0,47.0,44.0,80.0,49.67
